"<img src=""vocab-build.jpg"">";build;construir;Construir
"<img src=""vocab-building.jpg"">";building;edificio;construção
"<img src=""vocab-burn.jpg"">";burn;quemar;queimar
"<img src=""vocab-bus.jpg"">";bus;autobús;ônibus
"<img src=""vocab-buy.jpg"">";buy;comprar;Comprar
"<img src=""vocab-cake.jpg"">";cake;pastel;bolo
"<img src=""vocab-call.jpg"">";call;llamada;ligar
"<img src=""vocab-camera.jpg"">";camera;cámara;Câmera
"<img src=""vocab-camp.jpg"">";camp;acampar;acampamento
"<img src=""vocab-car.jpg"">";car;coche;carro
"<img src=""vocab-card.jpg"">";card;tarjeta;cartão
"<img src=""vocab-carry.jpg"">";carry;llevar;carry
"<img src=""vocab-cat.jpg"">";cat;gato;gato
"<img src=""vocab-catch.jpg"">";catch;captura;pegar
"<img src=""vocab-ceiling.jpg"">";ceiling;techo;teto
"<img src=""vocab-cell.jpg"">";cell;célula;célula
"<img src=""vocab-centimeter.jpg"">";centimeter;centímetro;centímetro
"<img src=""vocab-chair.jpg"">";chair;silla;cadeira
"<img src=""vocab-cheap.jpg"">";cheap;barato;barato
"<img src=""vocab-cheese.jpg"">";cheese;queso;queijo
"<img src=""vocab-chicken.jpg"">";chicken;pollo;frango
"<img src=""vocab-child.jpg"">";child;niño;criança
"<img src=""vocab-church.jpg"">";church;Iglesia;Igreja
"<img src=""vocab-circle.jpg"">";circle;circulo;círculo
"<img src=""vocab-city.jpg"">";city;ciudad;cidade
"<img src=""vocab-clay.jpg"">";clay;arcilla;argila
"<img src=""vocab-clean.jpg"">";clean;limpio;limpio
"<img src=""vocab-clean.jpg"">";clean;limpiar;limpar
"<img src=""vocab-clock.jpg"">";clock;reloj;relógio
"<img src=""vocab-close.jpg"">";close;cerrar;fechar
"<img src=""vocab-clothing.jpg"">";clothing;ropa;roupas
"<img src=""vocab-club.jpg"">";club;club;clube
"<img src=""vocab-coat.jpg"">";coat;saco;casaco
"<img src=""vocab-coffee.jpg"">";coffee;café;café
"<img src=""vocab-cold.jpg"">";cold;frío;frio
"<img src=""vocab-color.jpg"">";color;color;cor
"<img src=""vocab-computer.jpg"">";computer;computadora;computador
"<img src=""vocab-consonant.jpg"">";consonant;consonante;consoante
"<img src=""vocab-contract.jpg"">";contract;contrato;contrato
"<img src=""vocab-cook.jpg"">";cook;cocinar;cozinhar
"<img src=""vocab-cool.jpg"">";cool;frio;legal
"<img src=""vocab-copper.jpg"">";copper;cobre;cobre
"<img src=""vocab-corn.jpg"">";corn;maíz;milho
"<img src=""vocab-corner.jpg"">";corner;esquina;canto
"<img src=""vocab-count.jpg"">";count;contar;contagem
"<img src=""vocab-country.jpg"">";country;país;país
"<img src=""vocab-court.jpg"">";court;corte;quadra
"<img src=""vocab-cow.jpg"">";cow;vaca;vaca
"<img src=""vocab-crowd.jpg"">";crowd;multitud;multidão
"<img src=""vocab-cry.jpg"">";cry;llorar;choro
"<img src=""vocab-cup.jpg"">";cup;taza;copo
"<img src=""vocab-curved.jpg"">";curved;curvo;curvado
"<img src=""vocab-cut.jpg"">";cut;cortar;cortar
"<img src=""vocab-dance.jpg"">";dance;danza;dança
"<img src=""vocab-dark.jpg"">";dark;oscuro;Sombrio
"<img src=""vocab-date.jpg"">";date;fecha;encontro
"<img src=""vocab-daughter.jpg"">";daughter;hija;filha
"<img src=""vocab-day.jpg"">";day;día;dia
"<img src=""vocab-dead.jpg"">";dead;muerto;morto
"<img src=""vocab-deaf.jpg"">";deaf;sordo;surdo
"<img src=""vocab-death.jpg"">";death;muerte;morte
"<img src=""vocab-december.jpg"">";December;diciembre;dezembro
"<img src=""vocab-deep.jpg"">";deep;profundo;profundo
"<img src=""vocab-diamond.jpg"">";diamond;diamante;diamante
"<img src=""vocab-die.jpg"">";die;morir;morrer
"<img src=""vocab-dig.jpg"">";dig;cavar;escavação
"<img src=""vocab-dinner.jpg"">";dinner;cena;jantar
"<img src=""vocab-direction.jpg"">";direction;dirección;direção
"<img src=""vocab-dirty.jpg"">";dirty;sucio;sujo
"<img src=""vocab-disease.jpg"">";disease;enfermedad;doença
"<img src=""vocab-doctor.jpg"">";doctor;doctor;médico
"<img src=""vocab-dog.jpg"">";dog;perro;cão
"<img src=""vocab-dollar.jpg"">";dollar;dólar;dólar
"<img src=""vocab-door.jpg"">";door;puerta;porta
"<img src=""vocab-dot.jpg"">";dot;punto;ponto
"<img src=""vocab-down.jpg"">";down;abajo;baixa
"<img src=""vocab-draw.jpg"">";draw;dibujar;desenhar
"<img src=""vocab-dream.jpg"">";dream;sueño;Sonhe
"<img src=""vocab-dress.jpg"">";dress;vestido;vestir
"<img src=""vocab-drink.jpg"">";drink;beber;bebida
"<img src=""vocab-drive.jpg"">";drive;manejar;dirigir
"<img src=""vocab-drug.jpg"">";drug;droga;medicamento
"<img src=""vocab-dry.jpg"">";dry;seco;seco
"<img src=""vocab-dust.jpg"">";dust;polvo;poeira
"<img src=""vocab-ear.jpg"">";ear;oído;orelha
"<img src=""vocab-earth.jpg"">";earth;tierra;terra
"<img src=""vocab-earth.jpg"">";Earth;Tierra;Terra
"<img src=""vocab-east.jpg"">";east;este;leste
"<img src=""vocab-eat.jpg"">";eat;comer;comer
"<img src=""vocab-edge.jpg"">";edge;borde;Beira
"<img src=""vocab-egg.jpg"">";egg;huevo;ovo
"<img src=""vocab-eight.jpg"">";eight;ocho;oito
"<img src=""vocab-eighteen.jpg"">";eighteen;Dieciocho;dezoito
"<img src=""vocab-eighty.jpg"">";eighty;ochenta;oitenta
"<img src=""vocab-election.jpg"">";election;elección;eleição
"<img src=""vocab-electronics.jpg"">";electronics;electrónica;eletrônicos
"<img src=""vocab-eleven.jpg"">";eleven;once;onze
"<img src=""vocab-energy.jpg"">";energy;energía;energia
"<img src=""vocab-engine.jpg"">";engine;motor;motor
"<img src=""vocab-evening.jpg"">";evening;noche;tarde
"<img src=""vocab-exercise.jpg"">";exercise;ejercicio;exercício
"<img src=""vocab-expensive.jpg"">";expensive;costoso;caro
"<img src=""vocab-explode.jpg"">";explode;explotar;explodir
"<img src=""vocab-eye.jpg"">";eye;ojo;olho
"<img src=""vocab-face.jpg"">";face;cara;cara
"<img src=""vocab-fall1.jpg"">";fall;otoño;outono
"<img src=""vocab-fall.jpg"">";fall;caer;cair
"<img src=""vocab-family.jpg"">";family;familia;família
"<img src=""vocab-famous.jpg"">";famous;famoso;famoso
"<img src=""vocab-fan.jpg"">";fan;ventilador;ventilador
"<img src=""vocab-fan1.jpg"">";fan;fan;fan
"<img src=""vocab-farm.jpg"">";farm;granja;Fazenda
"<img src=""vocab-fast.jpg"">";fast;rápido;velozes
"<img src=""vocab-father.jpg"">";father;padre;pai
"<img src=""vocab-february.jpg"">";February;febrero;fevereiro
"<img src=""vocab-feed.jpg"">";feed;alimentar;alimentação
"<img src=""vocab-female.jpg"">";female;hembra;fêmea
"<img src=""vocab-fifteen.jpg"">";fifteen;quince;quinze
"<img src=""vocab-fifth.jpg"">";fifth;quinto;quinto
"<img src=""vocab-fifty.jpg"">";fifty;cincuenta;cinquenta
"<img src=""vocab-fight.jpg"">";fight;lucha;luta
"<img src=""vocab-find.jpg"">";find;encontrar;encontrar
"<img src=""vocab-finger.jpg"">";finger;dedo;dedo
"<img src=""vocab-fire.jpg"">";fire;fuego;fogo
"<img src=""vocab-first.jpg"">";first;primero;primeiro
"<img src=""vocab-fish.jpg"">";fish;pescado;peixe
"<img src=""vocab-five.jpg"">";five;cinco;cinco
"<img src=""vocab-flat.jpg"">";flat;plano;plano
"<img src=""vocab-floor.jpg"">";floor;suelo;chão
"<img src=""vocab-flower.jpg"">";flower;flor;flor
"<img src=""vocab-fly.jpg"">";fly;mosca;mosca
"<img src=""vocab-follow.jpg"">";follow;seguir;Segue
"<img src=""vocab-food.jpg"">";food;comida;Comida
"<img src=""vocab-foot.jpg"">";foot;pie;pé
"<img src=""vocab-foot1.jpg"">";foot;pie;pé
"<img src=""vocab-forest.jpg"">";forest;bosque;floresta
"<img src=""vocab-fork.jpg"">";fork;tenedor;garfo
"<img src=""vocab-forty.jpg"">";forty;cuarenta;quarenta
"<img src=""vocab-four.jpg"">";four;cuatro;quatro
"<img src=""vocab-fourteen.jpg"">";fourteen;catorce;quatorze
"<img src=""vocab-fourth.jpg"">";fourth;cuarto;quarto
"<img src=""vocab-friday.jpg"">";Friday;viernes;Sexta-feira
"<img src=""vocab-friend.jpg"">";friend;amigo;amigo
"<img src=""vocab-front.jpg"">";front;frente;frente
"<img src=""vocab-game.jpg"">";game;juego;jogos
"<img src=""vocab-garden.jpg"">";garden;jardín;jardim
"<img src=""vocab-gasoline.jpg"">";gasoline;gasolina;Gasolina
"<img src=""vocab-gift.jpg"">";gift;regalo;presente
"<img src=""vocab-girl.jpg"">";girl;niña;menina
"<img src=""vocab-glass.jpg"">";glass;vaso;vidro
"<img src=""vocab-go.jpg"">";go;Vamos;vai
"<img src=""vocab-god.jpg"">";God;Dios;Deus
"<img src=""vocab-gold.jpg"">";gold;oro;ouro
"<img src=""vocab-good.jpg"">";good;bueno;Boa
"<img src=""vocab-grandfather.jpg"">";grandfather;abuelo;avô
"<img src=""vocab-grandmother.jpg"">";grandmother;abuela;avó
"<img src=""vocab-grass.jpg"">";grass;césped;Relva
"<img src=""vocab-gray.jpg"">";gray;gris;cinzento
"<img src=""vocab-green.jpg"">";green;verde;verde
"<img src=""vocab-ground.jpg"">";ground;suelo;terra
"<img src=""vocab-grow.jpg"">";grow;crecer;crescer
"<img src=""vocab-gun.jpg"">";gun;pistola;arma de fogo
"<img src=""vocab-hair.jpg"">";hair;cabello;cabelo
"<img src=""vocab-half.jpg"">";half;medio;metade
"<img src=""vocab-hand.jpg"">";hand;mano;mão
"<img src=""vocab-hang.jpg"">";hang;colgar;aguentar
"<img src=""vocab-happy.jpg"">";happy;feliz;feliz
"<img src=""vocab-hard.jpg"">";hard;difícil;Difícil
"<img src=""vocab-hat.jpg"">";hat;sombrero;chapéu
"<img src=""vocab-he.jpg"">";he;él;ele
"<img src=""vocab-head.jpg"">";head;cabeza;cabeça
"<img src=""vocab-healthy.jpg"">";healthy;saludable;saudável
"<img src=""vocab-hear.jpg"">";hear;oír;ouvir
"<img src=""vocab-heart.jpg"">";heart;corazón;coração
"<img src=""vocab-heat.jpg"">";heat;calor;calor
"<img src=""vocab-heaven.jpg"">";heaven;cielo;céu
"<img src=""vocab-heavy.jpg"">";heavy;pesado;pesado
"<img src=""vocab-hell.jpg"">";hell;infierno;inferno
"<img src=""vocab-high.jpg"">";high;alto;Alto
"<img src=""vocab-hill.jpg"">";hill;colina;Colina
"<img src=""vocab-hole.jpg"">";hole;agujero;orifício
"<img src=""vocab-horse.jpg"">";horse;caballo;cavalo
"<img src=""vocab-hospital.jpg"">";hospital;hospital;hospital
"<img src=""vocab-hot.jpg"">";hot;caliente;quente
"<img src=""vocab-hotel.jpg"">";hotel;hotel;hotel
"<img src=""vocab-hour.jpg"">";hour;hora;hora
"<img src=""vocab-house.jpg"">";house;casa;casa
"<img src=""vocab-human.jpg"">";human;humano;humano
"<img src=""vocab-hundred.jpg"">";hundred;cien;cem
"<img src=""vocab-husband.jpg"">";husband;marido;marido
"<img src=""vocab-i.jpg"">";I;yo;Eu
"<img src=""vocab-ice.jpg"">";ice;hielo;gelo
"<img src=""vocab-image.jpg"">";image;imagen;imagem
"<img src=""vocab-inch.jpg"">";inch;pulgada;polegada
"<img src=""vocab-injury.jpg"">";injury;lesión;ferimentos
"<img src=""vocab-inside.jpg"">";inside;dentro;dentro
"<img src=""vocab-instrument.jpg"">";instrument;instrumento;instrumento
"<img src=""vocab-island.jpg"">";island;isla;ilha
"<img src=""vocab-it.jpg"">";it;eso;isto
"<img src=""vocab-january.jpg"">";January;enero;janeiro
"<img src=""vocab-job.jpg"">";job;trabajo;trabalho
"<img src=""vocab-juice.jpg"">";juice;jugo;suco
"<img src=""vocab-july.jpg"">";July;julio;Julho
"<img src=""vocab-jump.jpg"">";jump;saltar;saltar
"<img src=""vocab-june.jpg"">";June;junio;Junho
"<img src=""vocab-key.jpg"">";key;llave;chave
"<img src=""vocab-kill.jpg"">";kill;matar;matar
"<img src=""vocab-kilogram.jpg"">";kilogram;kilogramo;quilograma
"<img src=""vocab-king.jpg"">";king;rey;rei
"<img src=""vocab-kiss.jpg"">";kiss;beso;beijo
"<img src=""vocab-kitchen.jpg"">";kitchen;cocina;cozinha
"<img src=""vocab-knee.jpg"">";knee;rodilla;joelho
"<img src=""vocab-knife.jpg"">";knife;cuchillo;faca
"<img src=""vocab-lake.jpg"">";lake;lago;lago
"<img src=""vocab-lamp.jpg"">";lamp;lámpara;luminária
"<img src=""vocab-laptop.jpg"">";laptop;ordenador portátil;computador portátil
"<img src=""vocab-laugh.jpg"">";laugh;risa;rir
"<img src=""vocab-lawyer.jpg"">";lawyer;abogado;advogado
"<img src=""vocab-leaf.jpg"">";leaf;hoja;folha
"<img src=""vocab-learn.jpg"">";learn;aprender;aprender
"<img src=""vocab-left.jpg"">";left;izquierda;esquerda
"<img src=""vocab-leg.jpg"">";leg;pierna;perna
"<img src=""vocab-lemon.jpg"">";lemon;limón;limão
"<img src=""vocab-letter.jpg"">";letter;carta;carta
"<img src=""vocab-library.jpg"">";library;biblioteca;biblioteca
"<img src=""vocab-lie_down.jpg"">";lie down;acostarse;deitar
"<img src=""vocab-lift.jpg"">";lift;ascensor;lift
"<img src=""vocab-light.jpg"">";light;claro;claro
"<img src=""vocab-light1.jpg"">";light;ligero;leve
"<img src=""vocab-light.jpg"">";light;luz;luz
"<img src=""vocab-lip.jpg"">";lip;labio;lábio
"<img src=""vocab-listen.jpg"">";listen;escucha;ouço
"<img src=""vocab-location.jpg"">";location;ubicación;localização
"<img src=""vocab-lock.jpg"">";lock;bloquear;bloqueio
"<img src=""vocab-long.jpg"">";long;largo;longo
"<img src=""vocab-loose.jpg"">";loose;suelto;perder
"<img src=""vocab-lose.jpg"">";lose;perder;perder
"<img src=""vocab-loud.jpg"">";loud;ruidoso;alto
"<img src=""vocab-love.jpg"">";love;amor;amar
"<img src=""vocab-low.jpg"">";low;bajo;baixo
"<img src=""vocab-lunch.jpg"">";lunch;almuerzo;almoço
"<img src=""vocab-magazine.jpg"">";magazine;revista;revista
"<img src=""vocab-male.jpg"">";male;masculino;masculino
"<img src=""vocab-man.jpg"">";man;hombre;homem
"<img src=""vocab-manager.jpg"">";manager;gerente;Gerente
"<img src=""vocab-map.jpg"">";map;mapa;mapa
"<img src=""vocab-march.jpg"">";March;marzo;Março
"<img src=""vocab-market.jpg"">";market;mercado;mercado
"<img src=""vocab-marriage.jpg"">";marriage;matrimonio;casamento
"<img src=""vocab-marry.jpg"">";marry;casar;casar
"<img src=""vocab-material.jpg"">";material;material;material
"<img src=""vocab-may.jpg"">";May;Mayo;Maio
"<img src=""vocab-mean.jpg"">";mean;media;significar
"<img src=""vocab-medicine.jpg"">";medicine;medicamento;remédio
"<img src=""vocab-melt.jpg"">";melt;derretir;fundição
"<img src=""vocab-metal.jpg"">";metal;metal;metal
"<img src=""vocab-meter.jpg"">";meter;metro;metro
"<img src=""vocab-milk.jpg"">";milk;leche;leite
"<img src=""vocab-million.jpg"">";million;millón;milhão
"<img src=""vocab-minute.jpg"">";minute;minuto;minuto
"<img src=""vocab-mix.jpg"">";mix;mezcla;misturar
"<img src=""vocab-monday.jpg"">";Monday;lunes;Segunda-feira
"<img src=""vocab-money.jpg"">";money;dinero;dinheiro
"<img src=""vocab-month.jpg"">";month;mes;mês
"<img src=""vocab-moon.jpg"">";moon;Luna;lua
"<img src=""vocab-morning.jpg"">";morning;mañana;manhã
"<img src=""vocab-mother.jpg"">";mother;madre;mãe
"<img src=""vocab-mountain.jpg"">";mountain;montaña;montanha
"<img src=""vocab-mouse.jpg"">";mouse;ratón;rato
"<img src=""vocab-mouth.jpg"">";mouth;boca;boca
"<img src=""vocab-movie.jpg"">";movie;película;filme
"<img src=""vocab-murder.jpg"">";murder;asesinato;assassinato
"<img src=""vocab-music.jpg"">";music;música;música
"<img src=""vocab-narrow.jpg"">";narrow;estrecho;limitar
"<img src=""vocab-nature.jpg"">";nature;naturaleza;natureza
"<img src=""vocab-neck.jpg"">";neck;cuello;pescoço
"<img src=""vocab-needle.jpg"">";needle;aguja;agulha
"<img src=""vocab-neighbor.jpg"">";neighbor;vecino;vizinho
"<img src=""vocab-network.jpg"">";network;red;rede
"<img src=""vocab-new.jpg"">";new;nuevo;Novo
"<img src=""vocab-newspaper.jpg"">";newspaper;periódico;jornal
"<img src=""vocab-nice.jpg"">";nice;bonito;bom
"<img src=""vocab-night.jpg"">";night;noche;noite
"<img src=""vocab-nine.jpg"">";nine;nueve;nove
"<img src=""vocab-nineteen.jpg"">";nineteen;diecinueve;dezenove
"<img src=""vocab-ninety.jpg"">";ninety;noventa;noventa
"<img src=""vocab-no.jpg"">";no;No;não
"<img src=""vocab-north.jpg"">";north;norte;norte
"<img src=""vocab-nose.jpg"">";nose;nariz;nariz
"<img src=""vocab-note.jpg"">";note;Nota;Nota
"<img src=""vocab-november.jpg"">";November;noviembre;novembro
"<img src=""vocab-nuclear.jpg"">";nuclear;nuclear;nuclear
"<img src=""vocab-number.jpg"">";number;número;número
"<img src=""vocab-ocean.jpg"">";ocean;Oceano;oceano
"<img src=""vocab-october.jpg"">";October;octubre;Outubro
"<img src=""vocab-office.jpg"">";office;oficina;escritório
"<img src=""vocab-oil.jpg"">";oil;petróleo;óleo
"<img src=""vocab-old.jpg"">";old;antiguo;velho
"<img src=""vocab-old.jpg"">";old;viejo;velho
"<img src=""vocab-one.jpg"">";one;uno;1
"<img src=""vocab-open.jpg"">";open;abierto;abrir
"<img src=""vocab-orange.jpg"">";orange;naranja;laranja
"<img src=""vocab-orange1.jpg"">";orange;naranja;laranja
"<img src=""vocab-outside.jpg"">";outside;fuera de;lado de fora
"<img src=""vocab-page.jpg"">";page;página;página
"<img src=""vocab-pain.jpg"">";pain;dolor;dor
"<img src=""vocab-paint.jpg"">";paint;pintar;pintura
"<img src=""vocab-pants.jpg"">";pants;pantalones;calça
"<img src=""vocab-paper.jpg"">";paper;papel;papel
"<img src=""vocab-parent.jpg"">";parent;padre;parente
"<img src=""vocab-park.jpg"">";park;parque;parque
"<img src=""vocab-pass.jpg"">";pass;pasar;passar
"<img src=""vocab-patient.jpg"">";patient;paciente;paciente
"<img src=""vocab-pattern.jpg"">";pattern;patrón;padronizar
"<img src=""vocab-pay.jpg"">";pay;pagar;pagamento
"<img src=""vocab-peace.jpg"">";peace;paz;Paz
"<img src=""vocab-pen.jpg"">";pen;bolígrafo;caneta
"<img src=""vocab-pencil.jpg"">";pencil;lápiz;lápis
"<img src=""vocab-person.jpg"">";person;persona;pessoa
"<img src=""vocab-phone.jpg"">";phone;teléfono;telefone
"<img src=""vocab-photograph.jpg"">";photograph;fotografía;fotografia
"<img src=""vocab-piece.jpg"">";piece;pieza;peça
"<img src=""vocab-pig.jpg"">";pig;cerdo;porco
"<img src=""vocab-pink.jpg"">";pink;rosado;Rosa
"<img src=""vocab-plane.jpg"">";plane;avión;avião
"<img src=""vocab-plant.jpg"">";plant;planta;plantar
"<img src=""vocab-plastic.jpg"">";plastic;el plastico;plástico
"<img src=""vocab-plate.jpg"">";plate;plato;prato
"<img src=""vocab-play.jpg"">";play;tocar;Toque
"<img src=""vocab-player.jpg"">";player;jugador;jogador
"<img src=""vocab-pocket.jpg"">";pocket;bolsillo;bolso
"<img src=""vocab-poison.jpg"">";poison;veneno;Poção
"<img src=""vocab-police.jpg"">";police;policía;polícia
"<img src=""vocab-pool.jpg"">";pool;piscina;piscina
"<img src=""vocab-poor.jpg"">";poor;pobre;pobre
"<img src=""vocab-pork.jpg"">";pork;Cerdo;carne de porco
"<img src=""vocab-pound.jpg"">";pound;libra;libra
"<img src=""vocab-pray.jpg"">";pray;orar;orar
"<img src=""vocab-president.jpg"">";president;presidente;Presidente
"<img src=""vocab-price.jpg"">";price;precio;preço
"<img src=""vocab-priest.jpg"">";priest;sacerdote;sacerdote
"<img src=""vocab-prison.jpg"">";prison;prisión;prisão
"<img src=""vocab-program.jpg"">";program;programa;programa
"<img src=""vocab-pull.jpg"">";pull;Halar;puxar
"<img src=""vocab-push.jpg"">";push;empujar;empurrar
"<img src=""vocab-queen.jpg"">";queen;reina;rainha
"<img src=""vocab-quiet.jpg"">";quiet;tranquilo;quieto
"<img src=""vocab-race1.jpg"">";race;raza;raça
"<img src=""vocab-race.jpg"">";race;carrera;carreira
"<img src=""vocab-radio.jpg"">";radio;radio;rádio
"<img src=""vocab-rain.jpg"">";rain;lluvia;chuva
"<img src=""vocab-red.jpg"">";red;rojo;vermelho
"<img src=""vocab-religion.jpg"">";religion;religión;religião
"<img src=""vocab-reporter.jpg"">";reporter;reportero;repórter
"<img src=""vocab-restaurant.jpg"">";restaurant;restaurante;restaurante
"<img src=""vocab-rice.jpg"">";rice;arroz;arroz
"<img src=""vocab-rich.jpg"">";rich;Rico;rico
"<img src=""vocab-right.jpg"">";right;Correcto;direito
"<img src=""vocab-ring.jpg"">";ring;anillo;anel
"<img src=""vocab-river.jpg"">";river;río;rio
"<img src=""vocab-road.jpg"">";road;carretera;estrada
"<img src=""vocab-roof.jpg"">";roof;techo;cobertura
"<img src=""vocab-room.jpg"">";room;habitación;quarto
"<img src=""vocab-root.jpg"">";root;raíz;raiz
"<img src=""vocab-run.jpg"">";run;correr;corre
"<img src=""vocab-sad.jpg"">";sad;triste;triste
"<img src=""vocab-salt.jpg"">";salt;sal;sal
"<img src=""vocab-sand.jpg"">";sand;arena;areia
"<img src=""vocab-saturday.jpg"">";Saturday;sábado;sábado
"<img src=""vocab-say.jpg"">";say;decir;dizer
"<img src=""vocab-school.jpg"">";school;colegio;escola
"<img src=""vocab-science.jpg"">";science;Ciencias;Ciência
"<img src=""vocab-screen.jpg"">";screen;pantalla;tela
"<img src=""vocab-sea.jpg"">";sea;mar;mar
"<img src=""vocab-season.jpg"">";season;temporada;temporada
"<img src=""vocab-second.jpg"">";second;segundo;segundo
"<img src=""vocab-second.jpg"">";second;segundo;segundo
"<img src=""vocab-secretary.jpg"">";secretary;secretario;secretário
"<img src=""vocab-see.jpg"">";see;ver;Vejo
"<img src=""vocab-seed.jpg"">";seed;semilla;semente
"<img src=""vocab-sell.jpg"">";sell;vender;vender
"<img src=""vocab-september.jpg"">";September;septiembre;setembro
"<img src=""vocab-seven.jpg"">";seven;Siete;Sete
"<img src=""vocab-seventeen.jpg"">";seventeen;de diecisiete;dezessete
"<img src=""vocab-seventy.jpg"">";seventy;setenta;setenta
"<img src=""vocab-sex.jpg"">";sex;sexo;sexo
"<img src=""vocab-sex1.jpg"">";sex;sexo;sexo
"<img src=""vocab-shake.jpg"">";shake;sacudir;mexe
"<img src=""vocab-shallow.jpg"">";shallow;superficial;raso
"<img src=""vocab-she.jpg"">";she;ella;ela
"<img src=""vocab-ship.jpg"">";ship;Embarcacion;navio
"<img src=""vocab-shirt.jpg"">";shirt;camisa;camisa
"<img src=""vocab-shoes.jpg"">";shoes;Zapatos;sapatos
"<img src=""vocab-shoot.jpg"">";shoot;disparar;shoot
"<img src=""vocab-short.jpg"">";short;corto;curto
"<img src=""vocab-short.jpg"">";short;pequeño;pequeno
"<img src=""vocab-shoulder.jpg"">";shoulder;hombro;ombro
"<img src=""vocab-sick.jpg"">";sick;enfermo;doente
"<img src=""vocab-side.jpg"">";side;lado;lado
"<img src=""vocab-sign1.jpg"">";sign;firmar;assinar
"<img src=""vocab-sign.jpg"">";sign;signo;assinatura
"<img src=""vocab-silver.jpg"">";silver;plata;prata
"<img src=""vocab-sing.jpg"">";sing;canta;cantar
"<img src=""vocab-sister.jpg"">";sister;hermana;irmã
"<img src=""vocab-sit.jpg"">";sit;sentar;sentar
"<img src=""vocab-six.jpg"">";six;seis;seis
"<img src=""vocab-sixteen.jpg"">";sixteen;dieciséis;dezesseis
"<img src=""vocab-sixty.jpg"">";sixty;sesenta;sessenta
