"<img src=""drink.jpg"">";drink;beber;bebida
"<img src=""drive.jpg"">";drive;manejar;dirigir
"<img src=""drug.jpg"">";drug;droga;medicamento
"<img src=""dry.jpg"">";dry;seco;seco
"<img src=""dust.jpg"">";dust;polvo;poeira
"<img src=""ear.jpg"">";ear;oído;orelha
"<img src=""earth.jpg"">";earth;tierra;terra
"<img src=""earth.jpg"">";Earth;Tierra;Terra
"<img src=""east.jpg"">";east;este;leste
"<img src=""eat.jpg"">";eat;comer;comer
"<img src=""edge.jpg"">";edge;borde;Beira
"<img src=""egg.jpg"">";egg;huevo;ovo
"<img src=""eight.jpg"">";eight;ocho;oito
"<img src=""eighteen.jpg"">";eighteen;Dieciocho;dezoito
"<img src=""eighty.jpg"">";eighty;ochenta;oitenta
"<img src=""election.jpg"">";election;elección;eleição
"<img src=""electronics.jpg"">";electronics;electrónica;eletrônicos
"<img src=""eleven.jpg"">";eleven;once;onze
"<img src=""energy.jpg"">";energy;energía;energia
"<img src=""engine.jpg"">";engine;motor;motor
"<img src=""evening.jpg"">";evening;noche;tarde
"<img src=""exercise.jpg"">";exercise;ejercicio;exercício
"<img src=""expensive.jpg"">";expensive;costoso;caro
"<img src=""explode.jpg"">";explode;explotar;explodir
"<img src=""eye.jpg"">";eye;ojo;olho
"<img src=""face.jpg"">";face;cara;cara
"<img src=""fall.jpg"">";fall;otoño;cair
"<img src=""fall.jpg"">";fall;otoño;cair
"<img src=""family.jpg"">";family;familia;família
"<img src=""famous.jpg"">";famous;famoso;famoso
"<img src=""fan.jpg"">";fan;ventilador;ventilador
"<img src=""fan.jpg"">";fan;ventilador;ventilador
"<img src=""farm.jpg"">";farm;granja;Fazenda
"<img src=""fast.jpg"">";fast;rápido;velozes
"<img src=""father.jpg"">";father;padre;pai
"<img src=""February.jpg"">";February;febrero;fevereiro
"<img src=""feed.jpg"">";feed;alimentar;alimentação
"<img src=""female.jpg"">";female;hembra;fêmea
"<img src=""fifteen.jpg"">";fifteen;quince;quinze
"<img src=""fifth.jpg"">";fifth;quinto;quinto
"<img src=""fifty.jpg"">";fifty;cincuenta;cinquenta
"<img src=""fight.jpg"">";fight;lucha;luta
"<img src=""find.jpg"">";find;encontrar;encontrar
"<img src=""finger.jpg"">";finger;dedo;dedo
"<img src=""fire.jpg"">";fire;fuego;fogo
"<img src=""first.jpg"">";first;primero;primeiro
"<img src=""fish.jpg"">";fish;pescado;peixe
"<img src=""five.jpg"">";five;cinco;cinco
"<img src=""flat.jpg"">";flat;plano;plano
"<img src=""floor.jpg"">";floor;suelo;chão
"<img src=""flower.jpg"">";flower;flor;flor
"<img src=""fly.jpg"">";fly;mosca;mosca
"<img src=""follow.jpg"">";follow;seguir;Segue
"<img src=""food.jpg"">";food;comida;Comida
"<img src=""foot.jpg"">";foot;pie;pé
"<img src=""foot.jpg"">";foot;pie;pé
"<img src=""forest.jpg"">";forest;bosque;floresta
"<img src=""fork.jpg"">";fork;tenedor;garfo
"<img src=""forty.jpg"">";forty;cuarenta;quarenta
"<img src=""four.jpg"">";four;cuatro;quatro
"<img src=""fourteen.jpg"">";fourteen;catorce;quatorze
"<img src=""fourth.jpg"">";fourth;cuarto;quarto
"<img src=""friday.jpg"">";Friday;viernes;Sexta-feira
"<img src=""friend.jpg"">";friend;amigo;amigo
"<img src=""front.jpg"">";front;frente;frente
"<img src=""game.jpg"">";game;juego;jogos
"<img src=""garden.jpg"">";garden;jardín;jardim
"<img src=""gasoline.jpg"">";gasoline;gasolina;Gasolina
"<img src=""gift.jpg"">";gift;regalo;presente
"<img src=""girl.jpg"">";girl;niña;menina
"<img src=""glass.jpg"">";glass;vaso;vidro
"<img src=""go.jpg"">";go;Vamos;vai
"<img src=""god.jpg"">";God;Dios;Deus
"<img src=""gold.jpg"">";gold;oro;ouro
"<img src=""good.jpg"">";good;bueno;Boa
"<img src=""grandfather.jpg"">";grandfather;abuelo;avô
"<img src=""grandmother.jpg"">";grandmother;abuela;avó
"<img src=""grass.jpg"">";grass;césped;Relva
"<img src=""gray.jpg"">";gray;gris;cinzento
"<img src=""green.jpg"">";green;verde;verde
"<img src=""ground.jpg"">";ground;suelo;terra
"<img src=""grow.jpg"">";grow;crecer;crescer
"<img src=""gun.jpg"">";gun;pistola;arma de fogo
"<img src=""hair.jpg"">";hair;cabello;cabelo
"<img src=""half.jpg"">";half;medio;metade
"<img src=""hand.jpg"">";hand;mano;mão
"<img src=""hang.jpg"">";hang;colgar;aguentar
"<img src=""happy.jpg"">";happy;feliz;feliz
"<img src=""hard.jpg"">";hard;difícil;Difícil
"<img src=""hat.jpg"">";hat;sombrero;chapéu
"<img src=""he.jpg"">";he;él;ele
"<img src=""head.jpg"">";head;cabeza;cabeça
"<img src=""healthy.jpg"">";healthy;saludable;saudável
"<img src=""hear.jpg"">";hear;oír;ouvir
"<img src=""heart.jpg"">";heart;corazón;coração
"<img src=""heat.jpg"">";heat;calor;calor
"<img src=""heaven.jpg"">";heaven;cielo;céu
"<img src=""heavy.jpg"">";heavy;pesado;pesado
"<img src=""hell.jpg"">";hell;infierno;inferno
"<img src=""high.jpg"">";high;alto;Alto
"<img src=""hill.jpg"">";hill;colina;Colina
"<img src=""hole.jpg"">";hole;agujero;orifício
"<img src=""horse.jpg"">";horse;caballo;cavalo
"<img src=""hospital.jpg"">";hospital;hospital;hospital
"<img src=""hot.jpg"">";hot;caliente;quente
"<img src=""hotel.jpg"">";hotel;hotel;hotel
"<img src=""hour.jpg"">";hour;hora;hora
"<img src=""house.jpg"">";house;casa;casa
"<img src=""human.jpg"">";human;humano;humano
"<img src=""hundred.jpg"">";hundred;cien;cem
"<img src=""husband.jpg"">";husband;marido;marido
"<img src=""i.jpg"">";I;yo;Eu
"<img src=""ice.jpg"">";ice;hielo;gelo
"<img src=""image.jpg"">";image;imagen;imagem
"<img src=""inch.jpg"">";inch;pulgada;polegada
"<img src=""injury.jpg"">";injury;lesión;ferimentos
"<img src=""inside.jpg"">";inside;dentro;dentro
"<img src=""instrument.jpg"">";instrument;instrumento;instrumento
"<img src=""island.jpg"">";island;isla;ilha
"<img src=""it.jpg"">";it;eso;isto
"<img src=""january.jpg"">";January;enero;janeiro
"<img src=""job.jpg"">";job;trabajo;trabalho
"<img src=""juice.jpg"">";juice;jugo;suco
"<img src=""july.jpg"">";July;julio;Julho
"<img src=""jump.jpg"">";jump;saltar;saltar
"<img src=""june.jpg"">";June;junio;Junho
"<img src=""key.jpg"">";key;llave;chave
"<img src=""kill.jpg"">";kill;matar;matar
"<img src=""kilogram.jpg"">";kilogram;kilogramo;quilograma
"<img src=""king.jpg"">";king;rey;rei
"<img src=""kiss.jpg"">";kiss;beso;beijo
"<img src=""kitchen.jpg"">";kitchen;cocina;cozinha
"<img src=""knee.jpg"">";knee;rodilla;joelho
"<img src=""knife.jpg"">";knife;cuchillo;faca
"<img src=""lake.jpg"">";lake;lago;lago
"<img src=""lamp.jpg"">";lamp;lámpara;luminária
"<img src=""laptop.jpg"">";laptop;ordenador portátil;computador portátil
"<img src=""laugh.jpg"">";laugh;risa;rir
"<img src=""lawyer.jpg"">";lawyer;abogado;advogado
"<img src=""leaf.jpg"">";leaf;hoja;folha
"<img src=""learn.jpg"">";learn;aprender;aprender
"<img src=""left.jpg"">";left;izquierda;esquerda
"<img src=""leg.jpg"">";leg;pierna;perna
"<img src=""lemon.jpg"">";lemon;limón;limão
"<img src=""letter.jpg"">";letter;carta;carta
"<img src=""library.jpg"">";library;biblioteca;biblioteca
"<img src=""lie.jpg"">";lie;mentira;mentira
"<img src=""lift.jpg"">";lift;ascensor;lift
"<img src=""light.jpg"">";light;ligero;luz
"<img src=""light.jpg"">";light;ligero;luz
"<img src=""light.jpg"">";light;ligero;luz
"<img src=""lip.jpg"">";lip;labio;lábio
"<img src=""listen.jpg"">";listen;escucha;ouço
"<img src=""location.jpg"">";location;ubicación;localização
"<img src=""lock.jpg"">";lock;bloquear;bloqueio
"<img src=""long.jpg"">";long;largo;longo
"<img src=""loose.jpg"">";loose;suelto;perder
"<img src=""lose.jpg"">";lose;perder;perder
"<img src=""loud.jpg"">";loud;ruidoso;alto
"<img src=""love.jpg"">";love;amor;amar
"<img src=""low.jpg"">";low;bajo;baixo
"<img src=""lunch.jpg"">";lunch;almuerzo;almoço
"<img src=""magazine.jpg"">";magazine;revista;revista
"<img src=""male.jpg"">";male;masculino;masculino
"<img src=""man.jpg"">";man;hombre;homem
"<img src=""manager.jpg"">";manager;gerente;Gerente
"<img src=""map.jpg"">";map;mapa;mapa
"<img src=""march.jpg"">";March;marzo;Março
"<img src=""market.jpg"">";market;mercado;mercado
"<img src=""marriage.jpg"">";marriage;matrimonio;casamento
"<img src=""marry.jpg"">";marry;casar;casar
"<img src=""material.jpg"">";material;material;material
"<img src=""may.jpg"">";May;Mayo;Maio
"<img src=""mean.jpg"">";mean;media;significar
"<img src=""medicine.jpg"">";medicine;medicamento;remédio
"<img src=""melt.jpg"">";melt;derretir;fundição
"<img src=""metal.jpg"">";metal;metal;metal
"<img src=""meter.jpg"">";meter;metro;metro
"<img src=""milk.jpg"">";milk;leche;leite
"<img src=""million.jpg"">";million;millón;milhão
"<img src=""minute.jpg"">";minute;minuto;minuto
"<img src=""mix.jpg"">";mix;mezcla;misturar
"<img src=""monday.jpg"">";Monday;lunes;Segunda-feira
"<img src=""money.jpg"">";money;dinero;dinheiro
"<img src=""month.jpg"">";month;mes;mês
"<img src=""moon.jpg"">";moon;Luna;lua
"<img src=""morning.jpg"">";morning;mañana;manhã
"<img src=""mother.jpg"">";mother;madre;mãe
"<img src=""mountain.jpg"">";mountain;montaña;montanha
"<img src=""mouse.jpg"">";mouse;ratón;rato
"<img src=""mouth.jpg"">";mouth;boca;boca
"<img src=""movie.jpg"">";movie;película;filme
"<img src=""murder.jpg"">";murder;asesinato;assassinato
"<img src=""music.jpg"">";music;música;música
"<img src=""narrow.jpg"">";narrow;estrecho;limitar
"<img src=""nature.jpg"">";nature;naturaleza;natureza
"<img src=""neck.jpg"">";neck;cuello;pescoço
"<img src=""needle.jpg"">";needle;aguja;agulha
"<img src=""neighbor.jpg"">";neighbor;vecino;vizinho
"<img src=""network.jpg"">";network;red;rede
"<img src=""new.jpg"">";new;nuevo;Novo
"<img src=""newspaper.jpg"">";newspaper;periódico;jornal
"<img src=""nice.jpg"">";nice;bonito;bom
"<img src=""night.jpg"">";night;noche;noite
"<img src=""nine.jpg"">";nine;nueve;nove
"<img src=""nineteen.jpg"">";nineteen;diecinueve;dezenove
"<img src=""ninety.jpg"">";ninety;noventa;noventa
"<img src=""no.jpg"">";no;No;não
"<img src=""north.jpg"">";north;norte;norte
"<img src=""nose.jpg"">";nose;nariz;nariz
"<img src=""note.jpg"">";note;Nota;Nota
"<img src=""november.jpg"">";November;noviembre;novembro
"<img src=""nuclear.jpg"">";nuclear;nuclear;nuclear
"<img src=""number.jpg"">";number;número;número
"<img src=""ocean.jpg"">";ocean;Oceano;oceano
"<img src=""october.jpg"">";October;octubre;Outubro
"<img src=""office.jpg"">";office;oficina;escritório
"<img src=""oil.jpg"">";oil;petróleo;óleo
"<img src=""old.jpg"">";old;antiguo;velho
"<img src=""old.jpg"">";old;antiguo;velho
"<img src=""one.jpg"">";one;uno;1
"<img src=""one.jpg"">";one;uno;1
"<img src=""open.jpg"">";open;abierto;abrir
"<img src=""orange.jpg"">";orange;naranja;laranja
"<img src=""orange.jpg"">";orange;naranja;laranja
"<img src=""outside.jpg"">";outside;fuera de;lado de fora
"<img src=""page.jpg"">";page;página;página
"<img src=""pain.jpg"">";pain;dolor;dor
"<img src=""paint.jpg"">";paint;pintar;pintura
"<img src=""pants.jpg"">";pants;pantalones;calça
"<img src=""paper.jpg"">";paper;papel;papel
"<img src=""parent.jpg"">";parent;padre;parente
"<img src=""park.jpg"">";park;parque;parque
"<img src=""pass.jpg"">";pass;pasar;passar
"<img src=""patient.jpg"">";patient;paciente;paciente
"<img src=""pattern.jpg"">";pattern;patrón;padronizar
"<img src=""pay.jpg"">";pay;pagar;pagamento
"<img src=""peace.jpg"">";peace;paz;Paz
"<img src=""pen.jpg"">";pen;bolígrafo;caneta
"<img src=""pencil.jpg"">";pencil;lápiz;lápis
"<img src=""person.jpg"">";person;persona;pessoa
"<img src=""phone.jpg"">";phone;teléfono;telefone
"<img src=""photograph.jpg"">";photograph;fotografía;fotografia
"<img src=""piece.jpg"">";piece;pieza;peça
"<img src=""pig.jpg"">";pig;cerdo;porco
"<img src=""pink.jpg"">";pink;rosado;Rosa
"<img src=""plane.jpg"">";plane;avión;avião
"<img src=""plant.jpg"">";plant;planta;plantar
"<img src=""plastic.jpg"">";plastic;el plastico;plástico
"<img src=""plate.jpg"">";plate;plato;prato
"<img src=""play.jpg"">";play;tocar;Toque
"<img src=""player.jpg"">";player;jugador;jogador
"<img src=""pocket.jpg"">";pocket;bolsillo;bolso
"<img src=""poison.jpg"">";poison;veneno;Poção
"<img src=""police.jpg"">";police;policía;polícia
"<img src=""pool.jpg"">";pool;piscina;piscina
"<img src=""poor.jpg"">";poor;pobre;pobre
"<img src=""pork.jpg"">";pork;Cerdo;carne de porco
"<img src=""pound.jpg"">";pound;libra;libra
"<img src=""pray.jpg"">";pray;orar;orar
"<img src=""president.jpg"">";president;presidente;Presidente
"<img src=""price.jpg"">";price;precio;preço
"<img src=""priest.jpg"">";priest;sacerdote;sacerdote
"<img src=""prison.jpg"">";prison;prisión;prisão
"<img src=""program.jpg"">";program;programa;programa
"<img src=""pull.jpg"">";pull;Halar;puxar
"<img src=""push.jpg"">";push;empujar;empurrar
"<img src=""queen.jpg"">";queen;reina;rainha
"<img src=""quiet.jpg"">";quiet;tranquilo;quieto
"<img src=""race.jpg"">";race;carrera;raça
"<img src=""race.jpg"">";race;carrera;raça
"<img src=""radio.jpg"">";radio;radio;rádio
"<img src=""rain.jpg"">";rain;lluvia;chuva
"<img src=""red.jpg"">";red;rojo;vermelho
"<img src=""religion.jpg"">";religion;religión;religião
"<img src=""reporter.jpg"">";reporter;reportero;repórter
"<img src=""restaurant.jpg"">";restaurant;restaurante;restaurante
"<img src=""rice.jpg"">";rice;arroz;arroz
"<img src=""rich.jpg"">";rich;Rico;rico
"<img src=""right.jpg"">";right;Correcto;direito
"<img src=""ring.jpg"">";ring;anillo;anel
"<img src=""river.jpg"">";river;río;rio
"<img src=""road.jpg"">";road;carretera;estrada
"<img src=""roof.jpg"">";roof;techo;cobertura
"<img src=""room.jpg"">";room;habitación;quarto
"<img src=""root.jpg"">";root;raíz;raiz
"<img src=""run.jpg"">";run;correr;corre
"<img src=""sad.jpg"">";sad;triste;triste
"<img src=""salt.jpg"">";salt;sal;sal
"<img src=""sand.jpg"">";sand;arena;areia
"<img src=""Saturday.jpg"">";Saturday;sábado;sábado
"<img src=""say.jpg"">";say;decir;dizer
"<img src=""school.jpg"">";school;colegio;escola
"<img src=""science.jpg"">";science;Ciencias;Ciência
"<img src=""screen.jpg"">";screen;pantalla;tela
"<img src=""sea.jpg"">";sea;mar;mar
"<img src=""season.jpg"">";season;temporada;temporada
"<img src=""second.jpg"">";second;segundo;segundo
"<img src=""second.jpg"">";second;segundo;segundo
"<img src=""secretary.jpg"">";secretary;secretario;secretário
"<img src=""see.jpg"">";see;ver;Vejo
"<img src=""seed.jpg"">";seed;semilla;semente
"<img src=""sell.jpg"">";sell;vender;vender
"<img src=""september.jpg"">";September;septiembre;setembro
"<img src=""seven.jpg"">";seven;Siete;Sete
"<img src=""seventeen.jpg"">";seventeen;de diecisiete;dezessete
"<img src=""seventy.jpg"">";seventy;setenta;setenta
"<img src=""sex.jpg"">";sex;sexo;sexo
"<img src=""sex.jpg"">";sex;sexo;sexo
"<img src=""shake.jpg"">";shake;sacudir;mexe
"<img src=""shallow.jpg"">";shallow;superficial;raso
"<img src=""she.jpg"">";she;ella;ela
"<img src=""ship.jpg"">";ship;Embarcacion;navio
"<img src=""shirt.jpg"">";shirt;camisa;camisa
"<img src=""shoes.jpg"">";shoes;Zapatos;sapatos
"<img src=""shoot.jpg"">";shoot;disparar;shoot
"<img src=""short.jpg"">";short;corto;curto
"<img src=""short.jpg"">";short;corto;curto
"<img src=""shoulder.jpg"">";shoulder;hombro;ombro
"<img src=""sick.jpg"">";sick;enfermo;doente
"<img src=""side.jpg"">";side;lado;lado
"<img src=""sign.jpg"">";sign;firmar;placa
"<img src=""sign.jpg"">";sign;firmar;placa
"<img src=""silver.jpg"">";silver;plata;prata
"<img src=""sing.jpg"">";sing;canta;cantar
"<img src=""sister.jpg"">";sister;hermana;irmã
"<img src=""sit.jpg"">";sit;sentar;sentar
"<img src=""six.jpg"">";six;seis;seis
"<img src=""sixteen.jpg"">";sixteen;dieciséis;dezesseis
"<img src=""sixty.jpg"">";sixty;sesenta;sessenta
"<img src=""skin.jpg"">";skin;piel;pele
"<img src=""skirt.jpg"">";skirt;falda;saia
"<img src=""sky.jpg"">";sky;cielo;céu
"<img src=""sleep.jpg"">";sleep;dormir;dormir
"<img src=""slow.jpg"">";slow;lento;lento
"<img src=""small.jpg"">";small;pequeño;pequeno
"<img src=""smell.jpg"">";smell;oler;cheiro
"<img src=""smile.jpg"">";smile;sonrisa;sorrir
"<img src=""snow.jpg"">";snow;nieve;neve
"<img src=""soap.jpg"">";soap;jabón;Sabonete
"<img src=""soft.jpg"">";soft;suave;suave
"<img src=""soil.jpg"">";soil;suelo;solo
"<img src=""soldier.jpg"">";soldier;soldado;soldado
"<img src=""son.jpg"">";son;hijo;filho
"<img src=""song.jpg"">";song;canción;canção
"<img src=""sound.jpg"">";sound;sonido;som
"<img src=""soup.jpg"">";soup;sopa;sopa
"<img src=""south.jpg"">";south;sur;sul
"<img src=""space.jpg"">";space;espacio;espaço
"<img src=""speak.jpg"">";speak;hablar;falar
"<img src=""spoon.jpg"">";spoon;cuchara;colher
"<img src=""sport.jpg"">";sport;deporte;esporte
"<img src=""spring.jpg"">";spring;primavera;Primavera
"<img src=""square.jpg"">";square;cuadrado;quadrado
"<img src=""stain.jpg"">";stain;manchar;mancha
"<img src=""stand.jpg"">";stand;estar;ficar de pé
"<img src=""star.jpg"">";star;estrella;Estrela
"<img src=""station.jpg"">";station;estación;estação
"<img src=""stir.jpg"">";stir;remover;mexer
"<img src=""stone.jpg"">";stone;Roca;pedra
"<img src=""stop.jpg"">";stop;detener;Pare
"<img src=""store.jpg"">";store;Tienda;loja
"<img src=""straight.jpg"">";straight;Derecho;direto
"<img src=""street.jpg"">";street;calle;rua
"<img src=""strong.jpg"">";strong;fuerte;Forte
"<img src=""student.jpg"">";student;estudiante;aluna
"<img src=""sugar.jpg"">";sugar;azúcar;açúcar
"<img src=""suit.jpg"">";suit;traje;terno
"<img src=""summer.jpg"">";summer;verano;verão
"<img src=""sun.jpg"">";sun;Dom;Sol
"<img src=""Sunday.jpg"">";Sunday;domingo;Domigo
"<img src=""sweat.jpg"">";sweat;sudor;suor
"<img src=""swim.jpg"">";swim;nadar;nadar
"<img src=""t-shirt.jpg"">";T-shirt;camiseta;camiseta
"<img src=""table.jpg"">";table;mesa;tabela
"<img src=""tall.jpg"">";tall;alto;alta
"<img src=""taste.jpg"">";taste;gusto;gosto
"<img src=""tea.jpg"">";tea;té;chá
"<img src=""teach.jpg"">";teach;enseñar;Ensinar
"<img src=""teacher.jpg"">";teacher;profesor;professor
"<img src=""team.jpg"">";team;equipo;equipe
"<img src=""tear.jpg"">";tear;lágrima;lágrima
"<img src=""technology.jpg"">";technology;tecnología;tecnologia
"<img src=""telephone.jpg"">";telephone;teléfono;Telefone
"<img src=""television.jpg"">";television;televisión;televisão
"<img src=""temperature.jpg"">";temperature;temperatura;temperatura
"<img src=""ten.jpg"">";ten;diez;dez
"<img src=""theater.jpg"">";theater;teatro;teatro
"<img src=""they.jpg"">";they;ellos;eles
"<img src=""thick.jpg"">";thick;grueso;Grosso
"<img src=""thin.jpg"">";thin;Delgado;fino
"<img src=""think.jpg"">";think;pensar;pensar
"<img src=""third.jpg"">";third;tercero;terceiro
"<img src=""thirteen.jpg"">";thirteen;trece;treze
"<img src=""thirty.jpg"">";thirty;treinta;trinta
"<img src=""thousand.jpg"">";thousand;mil;mil
"<img src=""three.jpg"">";three;Tres;três
"<img src=""throw.jpg"">";throw;lanzar;lançar
"<img src=""Thursday.jpg"">";Thursday;jueves;quinta-feira
"<img src=""ticket.jpg"">";ticket;boleto;bilhete
"<img src=""tight.jpg"">";tight;apretado;justa
